user_id,checkout_id,checkout_ts,is_approved,is_authed,loan_amount,apr,fico_score
6628-5264-UYJN,DVVXFLDHO3OESFPV,2016-11-10 20:39:04,1,1,214,Zero,630
5117-9102-QHFN,MG3BWOUMBTKHZDHI,2016-11-10 20:46:45,1,1,389,IB,780
1439-3915-RYEY,DUZ45CKUINQA4O9U,2016-11-10 20:50:04,0,0,1155,IB,640
9013-4131-EHWV,MRSOT8TL6CEHAE6F,2016-11-10 21:07:13,1,0,319,IB,680
3601-4273-EKSP,2WBOSK33IIC4GCC2,2016-11-10 21:19:46,1,1,134,Zero,660
1200-0741-EDOJ,UKO6VN1D1FETH9FG,2016-11-10 21:43:11,1,1,167,IB,630
4639-4316-UJZM,BL2SKSMHDUNDNHZY,2016-11-10 21:43:38,1,1,852,IB,690
9216-1450-VTWK,YZIZYK3ZB2RU90E0,2016-11-10 22:29:09,1,1,163,IB,640
6201-4440-WWLH,YT90SXHMYPWFAU26,2016-11-10 22:29:27,1,0,216,Zero,790
6369-2367-IDTD,3QCR2U6CW3JLW9U8,2016-11-10 22:46:23,0,0,235,Zero,600
7336-3033-VVQF,ESRL2TQWRI0FI7SG,2016-11-10 22:47:37,1,1,318,Zero,710
0681-5478-DQYK,DIRMZNJO5BQDUBMO,2016-11-10 22:48:07,1,0,439,Zero,640
8207-1155-CYEX,U22HSUMIFPV9AJRK,2016-11-10 22:58:10,1,1,120,IB,570
3202-8083-CQSI,EPR2H9W4SPW666ZX,2016-11-10 23:12:21,1,1,184,Zero,620
5850-8659-TMNZ,J3VCC2ALXD07228H,2016-11-11 0:31:11,1,0,866,Zero,720
4980-0098-PKXE,KN755VQNSJYD5SWN,2016-11-11 0:56:08,1,1,229,Zero,770
4144-4086-RRCL,NDYJS3HI1G20W5GX,2016-11-11 1:08:31,1,1,200,IB,610
3547-3822-YXNP,RG0JAJPTWEBZLV6C,2016-11-11 1:31:06,1,0,130,Zero,610
9868-7150-LMIT,3JJVKNF097HXKAMS,2016-11-11 1:36:08,1,1,325,IB,780
4704-7882-IXPM,2UKEC2YD5Y7O6407,2016-11-11 2:35:41,1,1,485,Zero,660
6575-5609-XHTS,QG3VD3XTQQFPBPVR,2016-11-11 3:22:37,1,1,394,Zero,750
6968-5270-JYSK,J4LDZG5JUA7IPHKW,2016-11-11 3:38:34,1,0,139,Zero,590
0943-6939-PVAU,4BTLGZ796T353M4T,2016-11-11 4:03:40,0,0,372,IB,670
8660-2245-HMSX,2AWOCMEGIZKL8Q7R,2016-11-11 5:26:44,0,0,140,IB,600
0559-1995-MGII,MGMRLS9X48Y2BAN4,2016-11-11 5:49:02,0,0,334,Zero,560
9475-3758-CAKL,UFN1ORSF2ILM0JLB,2016-11-11 6:44:56,0,0,325,IB,610
8121-3306-HZPM,9JAED3VMNKK3EPX0,2016-11-11 7:45:13,0,0,713,IB,720
5674-8293-EDEH,BL9P5U8XZGTE4NKT,2016-11-11 12:21:30,1,0,170,Zero,660
6563-2295-SUAL,75IW7G9LSGTELTVZ,2016-11-11 13:47:34,1,1,658,IB,630
2610-1156-CAIA,GBCEER2P91NB2XGX,2016-11-11 13:56:39,1,1,130,Zero,720
0776-7362-KOLQ,0YI8X21YLRLIWQJB,2016-11-11 14:28:12,1,1,216,IB,610
3716-0514-AFPK,VA8SQCIE0P6OUFLP,2016-11-11 15:23:15,1,1,330,Zero,810
0102-3031-MFEA,MNR3WIO1N1O16KXM,2016-11-11 15:28:00,1,1,736,IB,630
1964-8428-QRLH,P64P9P9LMQHJ3BN5,2016-11-11 16:10:39,1,0,136,Zero,670
4180-5400-XSWZ,94KFWAHGQP5U236X,2016-11-11 16:31:54,1,1,209,IB,620
5358-4634-BZGX,QD1CI93EL0JBHWI4,2016-11-11 16:32:45,1,1,135,IB,680
7211-2448-HHXK,5HA6X2GYZLVFNDSD,2016-11-11 16:59:33,0,0,3045,IB,700
8768-7744-OTHI,N4U6EC3D61KZ36PW,2016-11-11 17:23:36,0,0,155,Zero,640
5404-2050-GHEO,FIEM1KPPPNXRBCNG,2016-11-11 17:52:30,0,0,130,IB,690
4171-9671-LURW,NT1IKNMNTLNEBLVL,2016-11-11 18:48:42,1,1,377,Zero,710
8015-2639-IGHW,OXTHDZMJSKH83FA9,2016-11-11 19:02:23,0,0,160,Zero,580
7333-1355-PAMB,OZI35JWRCNB06IP3,2016-11-11 19:27:48,1,0,149,IB,760
5660-1753-KHKO,2NBF5Y1NFYOBN6ML,2016-11-11 20:55:22,1,1,130,Zero,620
2065-5336-CLGC,HV6DBD9N2CQVZNWF,2016-11-11 21:12:28,1,1,184,IB,680
5008-9614-SUXP,D6GF6XQ0SBXTFXL8,2016-11-11 22:10:50,1,1,468,IB,700
2123-5681-FACB,BAR623JXS7ZY7B5J,2016-11-11 22:25:56,1,1,363,Zero,560
1228-1202-RVWZ,C32BGE9JD8X6IOCA,2016-11-11 22:59:35,0,0,2988,IB,650
6028-1490-ZYOH,LPPA9TXBKP81779D,2016-11-11 23:02:34,1,1,757,Zero,650
1508-2522-UWNB,0BKNFXDAEIG6DWYP,2016-11-11 23:38:53,1,1,154,Zero,560
1283-9725-RHBF,NX3TL7RFP5XYVOA2,2016-11-12 0:02:25,1,0,185,IB,640
5022-7186-AXIY,RHJ3CCAMNMLHH96I,2016-11-12 0:40:59,1,1,171,IB,780
7179-3129-XVGM,IMKHM4LW70T79DOZ,2016-11-12 0:45:11,1,0,150,IB,770
7097-9807-HIYW,LOYP289J75YO63CR,2016-11-12 1:03:45,1,1,449,Zero,860
3318-6034-UEWN,SJLZ81UHX3LYIQ88,2016-11-12 1:33:26,0,0,315,IB,670
8028-1690-YTHZ,8VB0SNJBXQN7GZ4G,2016-11-12 2:09:34,0,0,706,IB,700
3340-4648-KQNW,3LLVUM3GJDU7NFGK,2016-11-12 2:49:38,1,1,856,Zero,780
7832-3231-MMLF,IMIZK4TF4537K5UJ,2016-11-12 2:57:55,1,1,157,IB,700
4622-7323-JCUE,GSK9MCGVQGIOZYPY,2016-11-12 3:44:59,0,0,404,IB,590
8918-5906-SYZM,7DJO2CSGZV1W9W65,2016-11-12 5:22:51,1,1,1379,IB,750
3129-8352-SJXB,CTVOLGVSRTWEMZG9,2016-11-12 5:51:40,0,0,122,Zero,
4081-8588-NCZP,8E0UCJBSQQKO83OS,2016-11-12 10:26:03,0,0,253,Zero,640
3631-1404-OSMP,9AMIFQ2H9EALYMZZ,2016-11-12 11:31:38,1,1,297,Zero,650
2332-7905-UOMA,UTYFDHW2WLD88RCY,2016-11-12 12:45:39,1,1,243,Zero,690
5988-0527-ZJAX,ZZC1P5EMBJ0M4VCJ,2016-11-12 13:19:46,1,1,361,Zero,690
0272-5052-NOEB,2PY4LI9GRZLXV5GH,2016-11-12 14:31:28,1,1,430,Zero,700
8965-4868-EAZC,RM2X8S7BAKERXLJI,2016-11-12 14:57:55,1,1,109,IB,660
4731-6784-XKTH,6S1G0W1CAGRJL28F,2016-11-12 15:24:39,1,1,291,IB,640
3983-8404-SXIN,NMI14B8Q9PKZAYOA,2016-11-12 16:18:47,1,1,146,IB,670
9242-3925-LEDD,EC0AMGLV2R0T2VFZ,2016-11-12 16:19:24,0,0,122,Zero,650
1939-4573-PIUW,C2PPHD7U6RS151YW,2016-11-12 16:31:47,1,1,643,Zero,690
3816-0104-ALQE,TJA9USRQN1IZQNR8,2016-11-12 16:55:37,1,0,212,Zero,730
4765-5803-CXCY,CN1NRMIC296FPNW2,2016-11-12 17:06:27,1,1,346,Zero,650
5981-7272-RBNQ,WXB12VY083KX6F26,2016-11-12 17:11:04,1,1,201,IB,750
2536-6546-SIBP,50Z9VM9KD9603NG5,2016-11-12 17:13:49,1,1,214,Zero,670
0256-2122-UUKB,24XC7CT1KKEHAKAN,2016-11-12 17:20:10,0,0,467,Zero,640
1650-6448-YRBR,3TA94PJFRWDEM9BS,2016-11-12 19:26:56,0,0,193,IB,720
0569-8646-PZNM,8V8ZTTACZQHA5DCX,2016-11-12 19:29:09,1,1,138,Zero,680
0946-8385-SXHU,FCEY9JTJ9DRKXQHL,2016-11-12 19:29:21,1,1,725,IB,680
9273-0607-BJBH,X2HC7SH9UXGQA8IW,2016-11-12 19:41:16,1,1,118,Zero,640
5971-6016-PSHP,GO82PZILHO5BPTR8,2016-11-12 19:48:21,1,1,325,Zero,840
9954-0420-SQNH,VWXFHZ7KD8H7KR2F,2016-11-12 20:02:18,1,1,437,Zero,850
8882-9183-MKUY,7FLSK6FZ4XBAKASG,2016-11-12 20:45:36,1,0,340,Zero,770
6149-0271-HVWM,BS15WRHN1CBGBMGC,2016-11-12 21:03:48,1,1,352,Zero,720
8858-3123-ILYF,T6OPRVBZGBQ8OHEN,2016-11-12 21:49:21,1,1,644,IB,750
8933-2389-NZLO,D20UQ2OK8QK9FYHJ,2016-11-12 22:25:30,1,1,566,Zero,750
7161-6794-PFZL,ISLJB5V03PJSFZQE,2016-11-12 22:27:19,1,0,1682,IB,810
7029-0865-BTUM,W3LDNQ5UHI3DX87K,2016-11-12 22:31:16,0,0,169,Zero,550
9749-1076-VNYI,AZ54KLC7U3XG3URE,2016-11-12 22:54:36,1,1,222,Zero,780
2780-6699-CCEL,HLTUPJ81A2QAO817,2016-11-13 0:17:37,1,1,419,Zero,660
4518-8451-EEEX,5ZIHJ3B1TIM309LJ,2016-11-13 0:24:09,0,0,339,IB,630
7913-6012-PZTC,0ZWR2PM5IDI31YQB,2016-11-13 1:06:10,1,0,279,Zero,730
2657-7892-SBTA,4AIH6U7MI68PO4UI,2016-11-13 2:16:01,1,1,117,Zero,820
1687-9691-GNZE,MM86P7JEZOBRD7EN,2016-11-13 3:08:56,1,1,139,IB,690
4527-5900-XKOH,NYQDL1O5EXUNJF2N,2016-11-13 3:10:28,1,0,358,Zero,780
8734-8651-CZRB,9BN7IC36I7MNICMN,2016-11-13 3:37:28,1,1,417,Zero,810
7558-0142-UPDI,4N2BXR4FAPQ56S5O,2016-11-13 3:41:10,1,1,1068,IB,740
9550-8140-VRQU,AJBZ4I87854PWAHD,2016-11-13 3:51:21,1,1,219,IB,600
9605-5449-ANFR,9T883TTU3944IPJP,2016-11-13 4:09:57,0,0,351,Zero,570
1949-1217-KHOZ,PY5K5Z8ZYB3CR1LJ,2016-11-13 4:51:22,0,0,748,Zero,650
4844-5832-BIEF,K9I7X17I2ZPWTTSH,2016-11-13 5:40:40,0,0,395,IB,680
4115-7618-ZGKD,D5US55D612NK92ZH,2016-11-13 5:58:22,0,0,282,IB,530
9332-5115-ZDCN,IRCJ13BOCLL08KUV,2016-11-13 6:19:06,0,0,168,IB,640
2174-5812-IWBK,N3Q24DRAS2JLL9WI,2016-11-13 8:21:26,1,1,407,IB,670
4165-3291-PERK,OER9YM9C09RW6SOJ,2016-11-13 12:01:12,0,0,1235,IB,660
0052-3750-IHUU,7EOLOM22QHNZ9N20,2016-11-13 13:03:37,1,1,345,Zero,710
2384-3978-KEPJ,KQKGSWNUC39CBZPC,2016-11-13 13:22:27,0,0,182,IB,710
6429-6910-MBCV,CDWDL2G33JCD29RS,2016-11-13 13:49:44,1,1,181,Zero,720
6330-3444-XASP,J8N7J6OP9I9RK9UT,2016-11-13 13:49:50,1,1,259,Zero,760
5577-3591-ACEY,JWPKLW07MR4UJNKZ,2016-11-13 14:05:42,1,1,540,Zero,700
7470-4332-WHRW,EXDM4TCNWRNJDACG,2016-11-13 14:56:03,1,1,1198,IB,700
6596-5628-WOBJ,JCHPN1M0T97R9UJO,2016-11-13 15:03:03,1,1,612,Zero,660
7278-0555-AJBD,8FMAUTKLBOFFKNA3,2016-11-13 16:14:56,1,1,262,IB,770
9093-4618-WWSH,MQPGK799EZQWD19C,2016-11-13 16:37:57,0,0,277,Zero,670
5640-0563-YQBY,UCN9MHC2Q3MIF4QH,2016-11-13 16:55:33,1,0,164,Zero,750
5680-7151-JWBP,J7EISR3F49TAOA4W,2016-11-13 17:20:34,1,0,325,Zero,690
9394-9039-IAWC,U35SDYYDNXG5RPA2,2016-11-13 18:18:40,1,1,216,IB,840
4164-9153-WTIZ,QPCLXWST1YNXE04Z,2016-11-13 18:40:24,1,1,217,IB,630
7139-3548-WQCP,V3MBMVI6ORVV9CTC,2016-11-13 19:14:53,1,0,294,Zero,820
3447-1852-DEIY,JFJS0OFJ97UQ2A52,2016-11-13 19:25:53,1,1,495,Zero,710
5574-3950-SOGG,MDN3L77FDPR5GUV6,2016-11-13 19:37:11,1,1,153,IB,650
2154-9119-TYYU,178PZ4GPKU1YNBU3,2016-11-13 20:58:15,1,1,202,Zero,850
9791-9746-RGLH,IYAFKQTKXXDVUGE2,2016-11-13 21:47:42,1,1,147,IB,680
3696-6945-ZXZM,C1L6T10B3A0VH5SW,2016-11-13 21:52:24,0,0,210,Zero,580
9753-8870-FDCC,2UZ3SD67L1Z8ZGZ9,2016-11-13 22:20:27,1,0,152,Zero,720
9509-0890-LYGS,Q4MLM8XXWHJ3AEJC,2016-11-13 22:27:10,1,1,318,Zero,710
3489-8434-QTPB,CDJ9SCLIOF6RQF09,2016-11-13 22:58:21,1,1,1647,IB,690
1185-1794-OONV,XIBKF0SULGWFC5JE,2016-11-13 23:11:10,1,1,746,IB,700
8480-3627-CEWM,B53MGLUN66K0X6IS,2016-11-13 23:36:51,1,0,215,IB,740
2324-8710-WLKT,EWHKR47THLTW4CE1,2016-11-14 0:11:06,1,1,120,Zero,560
9608-3244-SMAP,VQQ8TAEJZYR771K1,2016-11-14 1:43:29,1,0,403,Zero,610
0335-8080-IZHV,TQGJK3GJSUYN7GCH,2016-11-14 2:19:03,1,1,200,Zero,600
9175-0951-WXXA,MW9UOXYIQ01R7PZL,2016-11-14 2:31:48,1,1,275,IB,820
6630-0460-TAKP,30LO8P3617Z40WZP,2016-11-14 2:39:55,1,1,339,IB,700
4220-4729-OLXP,Z1EF5O8V182J22TP,2016-11-14 2:41:47,0,0,660,IB,690
8660-2051-LHDV,7LEY5GOV3T2X1MYS,2016-11-14 3:32:33,1,0,184,IB,740
2430-0361-YPVG,9TSZTWM638DCY270,2016-11-14 3:59:32,0,0,617,Zero,620
8137-6703-WDHN,GRPUQBDRHYYQB3R4,2016-11-14 4:21:23,1,1,274,Zero,700
9245-8165-OEPI,UJWFU34T6BPUUQYR,2016-11-14 4:23:19,1,1,444,Zero,660
2380-2122-JAJL,4ID8ZYBTBUP3KUT9,2016-11-14 4:27:24,1,1,595,Zero,690
9629-5713-VCPJ,DR599NZS98NEJMYT,2016-11-14 6:58:04,1,0,133,Zero,720
8209-2570-WBKA,MQ3EUX49GEPXPKAD,2016-11-14 7:36:22,1,1,712,IB,690
1524-5260-YUSD,BYDQ53EZW03VKKCK,2016-11-14 8:01:13,1,0,167,Zero,630
7471-2519-QSQG,9CPYEPD31XJZX81O,2016-11-14 10:46:07,1,0,460,Zero,760
6435-2374-BCDG,JBDAVQDRN9B78F0T,2016-11-14 11:11:59,1,0,136,Zero,600
7330-9697-IOEX,IDTJC6FZVUABLP1G,2016-11-14 11:58:00,0,0,179,IB,630
5801-7931-EHSG,ZX76U2OKLMYDCD4F,2016-11-14 13:01:56,1,1,460,IB,660
9917-6833-XIFQ,J3GCY4YNBAV6VMDR,2016-11-14 13:19:21,1,1,642,IB,630
3025-4385-YDSA,VK7DYYXZ5YGZS9SG,2016-11-14 13:30:41,1,1,157,Zero,820
6353-7141-EAHT,PT344WSFQR3FJ502,2016-11-14 13:42:35,0,0,121,Zero,610
2677-8875-MDEZ,DO9AD0AIZ51CNUPA,2016-11-14 13:50:06,1,1,119,IB,660
3373-8517-AJEO,UQLEXCPUC4TMITPX,2016-11-14 13:55:08,0,0,353,IB,630
7761-8383-VLDM,QOYZS5B6KX6LQPV0,2016-11-14 14:22:56,1,1,141,IB,650
6246-2699-NKNV,VJUE9P4UZ2X9VJHW,2016-11-14 14:25:38,1,1,503,Zero,680
0734-8704-OMMA,W2AHXX8DGS7W6FLL,2016-11-14 14:29:11,1,1,342,Zero,710
1384-5493-UXOC,PGFWZ73VI438CGYJ,2016-11-14 14:50:27,1,0,377,IB,610
8831-8207-CKQC,MYBQTWM94KZ6V2BK,2016-11-14 14:50:29,1,1,309,Zero,620
4759-5317-RFGE,XOAHHVENVJO74R9H,2016-11-14 15:01:51,1,0,298,Zero,660
2448-5057-KLTD,JE1OD9IL86U5NWBO,2016-11-14 15:02:01,1,0,613,Zero,670
8922-7996-FXAO,UOLRUDF9ZY2QJC58,2016-11-14 15:22:35,1,1,658,IB,650
8922-7996-FXAO,0SI4CB8PHXLLD6ZO,2016-11-14 15:43:37,1,1,658,IB,650
3752-4333-HNXT,WDTFQ53M5STQVFFV,2016-11-14 15:46:44,1,1,639,Zero,850
7990-9150-GCEU,LDUBAYS5EPF838IV,2016-11-14 15:55:27,1,0,213,IB,850
6948-7048-INGN,TRY3HXFPZ97N8FHL,2016-11-14 16:12:04,1,1,144,IB,750
7631-0696-WEVV,YWB3OG08B69SOL9S,2016-11-14 16:52:16,1,1,181,Zero,780
4731-6784-XKTH,12P7P0JG1NIY4AVH,2016-11-14 16:55:05,1,0,147,Zero,640
8038-8823-MDXF,COXG4NN4TEE3G6ZD,2016-11-14 17:01:34,1,1,111,Zero,730
4718-1127-VWTY,DEIVZGY35US8UPSG,2016-11-14 17:04:28,1,0,892,Zero,660
5776-4826-JPBQ,A25CLTB8IB94U4X0,2016-11-14 17:15:37,1,1,138,Zero,690
4032-2424-PSHD,GH77UEKQD5JA5L63,2016-11-14 17:20:09,1,1,102,IB,670
3247-5561-SNHO,2TBZNMI7ZHCAPUS9,2016-11-14 18:36:06,0,0,114,IB,650
9722-5049-ZQMD,UQMF2OBYAQECW8NM,2016-11-14 18:38:43,1,1,271,IB,730
6476-4536-NLWD,2JHFK35JEMMCVJ6L,2016-11-14 18:54:51,0,0,163,Zero,500
8013-0112-WMJE,PUXK29P6RTD3NB0R,2016-11-14 18:58:28,1,1,196,IB,680
3060-9546-FIIM,T8GQVYHD44SN812B,2016-11-14 18:59:51,1,1,385,IB,690
2593-3143-KNLD,2BR9PXLHBSPZK0UQ,2016-11-14 19:13:18,1,1,155,IB,680
7517-6645-FQMH,VJAD732Q1QLAY2OZ,2016-11-14 19:18:39,1,1,107,Zero,790
1779-9985-UGKQ,6UOMOB0L5WG66OLI,2016-11-14 19:32:42,1,1,1166,IB,870
0569-8646-PZNM,DLL1K61VITLL5COX,2016-11-14 19:33:19,1,1,234,IB,680
9538-0168-EVFV,LBRJ24QH4Y9N6SRZ,2016-11-14 19:38:51,1,1,149,Zero,700
5750-4625-NELS,IGJOVPCN77KZ5TIS,2016-11-14 19:43:39,1,1,266,Zero,750
2675-9986-BDXY,MIBC8GHZRJTYE8UR,2016-11-14 19:45:55,1,0,541,Zero,740
5613-9058-OCNA,F2JO8K4FZM97N5Y6,2016-11-14 20:14:54,1,1,171,IB,710
4862-2259-HZXX,XRX0UKL5IXELNOBG,2016-11-14 20:19:48,1,1,305,Zero,780
8569-3669-VXUZ,J2U55IRCIDL9AMKF,2016-11-14 20:23:16,1,1,300,Zero,710
2154-7535-ZWWP,EC9YVH3KDV3EKJ0Z,2016-11-14 21:30:41,0,0,193,IB,580
