user_id,is_returning
5101-6212-ERDM,0
2713-0448-NELH,0
1482-5462-OXXZ,0
3405-7824-JQJU,1
7804-5161-KSYT,1
9669-8779-AZAI,1
3497-0180-YTOX,1
5528-3971-DCTT,1
1355-3466-VOTR,1
2700-5413-EUHU,1
6815-6922-ZQDS,1
2711-7918-PIXD,0
1714-1909-ZQVR,1
9163-4166-TSOW,1
6950-1755-OETV,0
1514-2183-XWVL,0
2488-2982-GCAW,1
8648-3693-BYPG,0
8734-0497-EUUJ,1
6064-7786-SQPW,0
2985-3684-TVJZ,1
8510-9310-CTEJ,1
5016-4906-BZUU,0
8181-1006-OKHG,0
5785-8548-DVGP,1
6388-2699-XEKJ,0
6055-9226-KLVB,1
3464-6753-IQZY,1
1801-6451-KLDT,0
6490-3511-GOJE,0
3853-8184-SLZF,0
6547-4973-WKVA,1
2976-3974-GEFQ,0
6553-8779-ATWO,1
1054-1567-ADXN,0
2965-7844-ZHIK,1
4183-7418-WWJM,1
0598-7006-YJBX,0
1568-6382-SXJT,1
5132-8671-JIYV,0
6789-1449-LSTZ,0
0848-3221-HVKR,0
0277-9572-WJMU,1
7937-2711-IDZD,1
1951-5646-TCBP,0
1935-4405-XYVC,1
0716-0744-TVME,1
7894-0585-SYKB,1
9746-0198-TUHZ,0
8381-4114-HLNL,0
6736-3057-BAYC,0
5978-9854-NVCW,1
1922-2613-EFEO,0
9617-4317-FCOH,1
0745-0313-SWXC,1
2516-9152-IPLL,0
1930-8373-NVUG,0
7266-7368-KIUV,1
5787-1057-KLQX,0
6705-8652-JOUO,1
7772-3080-TXOR,1
1741-7904-SORF,0
3875-9720-KETE,0
1492-4046-GMPD,1
9529-1156-XDDF,1
9835-2330-FUGP,0
6893-3077-QSTE,0
0810-8219-NOTT,0
1816-2822-VXTD,0
1623-5463-POCR,1
6862-2131-GDCL,0
1837-7637-OPUU,0
4063-0131-QBLW,1
3079-4674-MGVN,0
9857-4085-XFXW,1
5396-2131-IHQT,0
6675-2689-KMNK,0
0850-9487-TGLA,1
0773-1513-UARJ,1
2492-7148-AIDG,1
8055-4059-HEJG,1
4751-2017-NUVP,1
5175-1357-SFDU,0
0319-8490-AYQY,0
3755-6570-VNQJ,1
2773-9472-CXTS,1
8577-6903-SRPC,0
4594-0575-PEZZ,0
5145-6270-ACKF,1
1667-6282-OWBN,1
3755-8217-RAFH,0
9010-1325-OOUX,0
1309-8533-SODW,1
7129-8731-YEWK,1
7900-1727-SVAL,1
2357-1182-GMHG,0
7158-7210-OXPU,1
6499-9285-SNPL,0
2795-1810-SZRT,1
7678-0424-HEHV,0
9066-7830-IQWI,1
2996-6413-ANMN,1
1057-4623-ZSTZ,1
1117-5079-BWUS,0
3413-8045-NEAB,1
2631-7235-MUWK,0
0339-2275-THEX,0
2355-1014-YFXY,1
8887-9148-MGLZ,1
5257-1339-SVOQ,1
1731-4109-RNBJ,0
0960-5380-JDEC,1
9880-4618-AWYL,0
5073-2280-RQEU,1
9784-4590-SJUD,1
6052-4091-ACBS,1
0295-7661-FPXW,1
1142-8907-LUZL,0
9986-9363-PATM,1
4377-8688-ASBK,1
2014-5467-ALLX,0
1904-4100-HKOB,1
0244-8121-TSSR,1
0910-2875-KNSQ,1
0789-4514-RBXQ,0
0506-7498-WWNI,1
6240-5274-KBSI,0
6881-1608-AJLX,0
3521-1412-YNEJ,1
3128-1186-OELO,0
3089-8156-GQDL,1
2523-2974-HRQS,0
5330-4279-RWRR,0
3377-0067-CQUI,1
5161-5843-VIXL,0
5351-2704-FSJV,1
3108-8572-EOSY,0
6404-3366-VSFS,0
8790-6675-HITQ,0
9474-7528-KMGX,1
5810-4795-EYRT,0
6557-6468-IVBH,0
5922-6997-ILUP,1
4950-4069-LUVR,1
4268-1613-XGNK,1
8732-5619-XUFM,0
4325-0131-GQGU,0
4456-4443-HBSJ,1
1024-7495-QGNY,0
4780-2557-TERR,1
3696-2061-NXHE,0
5444-9429-VGDP,0
8080-4332-TSEP,0
9260-7104-HCRC,1
8492-2412-SJGY,1
1859-7449-KXEM,0
3460-2923-VNAU,1
2333-4864-OPHO,1
0523-4897-LKPX,1
5030-9086-MWJJ,1
2743-4832-PXJK,0
6617-7296-OIZG,0
6021-9295-ECWS,0
6722-3075-ZXDK,0
3173-0629-TZUC,1
5586-4627-JYBI,0
7506-5423-DIFI,1
9212-2042-JDMR,1
5891-7674-XVOA,1
6854-0415-UVLB,0
4259-2651-DORP,0
2329-8097-ADSQ,0
1322-5883-UFFZ,0
4129-7092-QPUO,1
3444-0609-IWVU,0
8121-5549-UHEW,1
9087-5333-MJHW,0
6973-6094-XDQC,0
6780-8788-CRMW,1
0741-8855-QVGA,1
4914-5322-ZTXI,1
2359-7911-CYZI,0
7999-0911-ERQL,0
8342-3056-ZMGZ,1
2346-0051-GNGK,0
1192-9353-XHTL,1
2887-2030-ZLRE,1
5975-1123-KSTJ,0
0816-6921-JCDW,0
0163-5198-EYZE,1
6279-7463-ENJI,1
1289-1792-WSHL,1
8078-1247-GWCK,0
7820-9296-OYTI,0
4578-1062-YCVK,0
5683-6196-UFCA,1
4685-5781-ZXKI,1
2562-3959-YPLG,1
4536-0734-YHPB,0
0775-8629-JBZX,0
0163-8261-BGHB,0
1938-0098-LCBD,0
2990-4865-GEKR,1
2043-6980-MDYZ,0
6836-4382-AAJY,0
6514-1634-ZIRJ,1
6568-3012-WXOH,0
2096-7399-GDKD,1
6948-9501-VTMT,1
8591-5252-QDYY,1
6197-5985-KZVW,0
9499-9587-XFEN,0
0300-5714-SQDW,1
3259-7870-FQYD,1
1503-6864-KHPH,0
2277-1454-QRTK,1
5372-4262-KMVG,1
7674-2751-ICNS,0
9365-0892-JYEH,1
2952-1900-CSFI,1
0940-6694-BDXA,1
4885-6837-PHVK,0
6891-4973-QMKM,0
3282-1720-HSBP,1
8172-3938-VZWV,1
0631-5296-XVPS,0
3112-5414-INZC,0
8095-5764-DJJA,0
0496-1927-AALK,0
9470-1744-ZVGF,0
2423-3370-DURO,0
4823-2180-VTJM,0
3647-7625-YYXK,1
5499-9723-TKTD,1
3262-8902-WMJI,0
1762-2118-VFSW,1
9764-4912-NMLG,0
5736-2520-KPVV,1
5905-2663-AIQU,1
4083-9055-QYBU,0
0412-1578-UWDZ,0
1206-2171-SRQF,0
3600-4825-TXKR,1
7625-5660-PZCX,0
5416-5892-BWVU,0
1582-9665-WNNM,1
6132-8775-PHDY,1
7465-3521-XARE,0
1925-0746-YRWQ,0
4417-0305-YDOS,1
4670-8273-MCDR,0
5287-6703-QTBK,1
8925-2762-YCPP,0
9109-4551-GFBO,0
4311-2507-EJZJ,1
2018-7065-YDSY,0
8267-3925-RKBH,1
3056-9435-XCUZ,1
3365-6908-HFXA,1
0008-2652-WNUT,0
8608-4998-ZUBC,0
8115-0870-DFLR,0
3055-3962-BGNX,1
2117-0587-PXVV,1
2024-8564-PBEI,0
9987-6719-MZRT,1
9725-2856-BIBE,0
4854-1314-ZFJN,0
1364-7367-XOUW,1
2341-2862-NPFG,0
2445-0088-TMRJ,0
5850-1035-NDZE,1
5892-3284-JFCU,0
2203-6240-TMFL,0
2855-5894-LFGE,1
9300-4136-EAYJ,1
6131-6033-CUNC,1
8230-9883-HAPR,1
4821-2881-PWKK,1
1348-0408-GNCC,1
4905-7767-AWGF,1
7717-5860-JIGB,1
2420-9775-DPLX,0
8905-9862-WIYF,1
6089-5671-TLYQ,1
7326-0124-YAEH,0
6945-2266-TCTD,0
8179-6685-LXFE,1
1798-6988-AFCG,1
8398-3462-DUVG,1
7462-7886-XWOA,0
8055-4975-GZQB,0
1590-0515-UIRY,1
9916-2531-HUAZ,0
8172-0528-JAEC,0
6151-9795-HPNJ,1
7759-7545-SERP,1
1345-4269-WNMQ,0
3931-7089-FZAE,1
9376-7645-SOUB,1
3019-6524-QSGP,1
3626-2223-AVIP,0
7294-7126-IMBL,1
0885-5113-COBK,0
3968-1498-IBBO,1
8825-7772-OTBO,0
5140-3382-YAME,1
4577-8716-YHRN,0
9725-4632-AYRG,0
1867-7599-JFMM,0
9374-9141-XJKD,0
2271-4577-EHXY,1
0783-7054-RHNX,0
8556-9027-RDGN,0
8585-0216-JKLP,0
0000-1464-LPSX,0
3282-7697-VIDR,1
9129-9727-AWJH,1
3841-2439-TTAX,0
1135-3520-FMYV,0
9682-7512-UJQV,0
8541-2029-NZIF,1
0095-6333-XBGV,0
7424-4678-ONXB,1
3083-6068-BRMP,1
7347-6745-ZFLI,1
8363-4435-EDMN,0
0715-5773-BZSR,0
9657-3704-BTPP,0
1606-0592-VXRG,1
6660-0217-PSEA,0
8500-5918-PNQP,0
7156-0766-FYWH,0
6061-3473-USRI,1
6523-3238-ZPXG,1
2595-0717-DNRM,1
9777-9899-PILL,1
8681-9691-HOZR,0
2652-8199-YIUT,1
9797-3728-XSLH,1
7589-5764-YSOZ,0
3049-2834-ZAMQ,0
0735-7893-KIMY,1
1869-2206-QDLP,0
4178-5234-GEKD,0
6801-2164-TMAH,0
7863-8743-UTKZ,1
0946-3885-IIPZ,0
2759-0660-GTJZ,1
3185-6710-WHDS,1
4889-7610-XBBL,1
7150-1891-YNGY,1
4646-2994-UPDE,0
0049-9999-KNSZ,0
8087-7700-HAIN,1
7246-9872-QVYL,1
1063-5984-SHAI,1
3054-8316-RDTD,1
0821-1191-KNXY,1
0177-7698-RHFZ,0
6110-5382-XJFZ,0
8796-4849-QYME,0
6430-1280-WJVN,1
3889-0845-LENT,0
7356-4984-RDJN,1
0229-9825-PULP,1
7086-3956-FTAN,0
0992-8417-GRQX,0
4218-1812-IBXC,1
2631-1562-TJPM,0
9683-8832-CSRH,1
7116-7690-UREV,1
1435-4639-WJVN,1
7458-4709-IPKL,1
2419-0491-SARW,0
5920-6508-RXEH,1
4591-6224-RRUM,1
5568-7726-CPOE,1
0232-0359-DTRZ,0
5075-9725-EQGL,1
6124-0408-YKDT,1
7242-2236-WJXG,0
6957-8511-NQPV,1
6719-1185-AFIT,0
4595-4815-CABL,0
1391-4459-YXLM,1
4230-7844-OGRM,1
7424-4584-IYEA,1
8890-5153-CEVJ,0
2678-6560-YZSR,0
0707-3718-ONTC,0
0606-8736-GOJA,0
1138-2366-TFFL,0
8565-7619-YIIZ,0
7636-7454-TWSM,0
4766-8210-KRDE,0
4918-4623-UAFO,0
3536-1429-QRKW,1
9303-6424-GXGY,1
2573-5000-QQOR,1
4138-7573-LYQR,1
6551-1228-FREZ,0
2020-1957-NAQF,1
5536-5868-WXMA,1
3404-2692-OMCR,0
1142-1161-FNEH,0
8217-9385-ZSGL,0
3565-1009-ZYLI,1
5942-3869-CMTO,0
6799-1883-UYWQ,1
7945-6885-PAEL,0
7238-2137-PDSG,1
4768-9324-TCBS,1
1624-5113-NKFN,0
7422-2944-EXJB,1
5994-8035-KERP,1
5501-3846-SPUJ,0
5674-2234-TZQG,0
9952-2888-AOBD,1
6607-9844-SSBP,1
5212-4100-TFTP,0
6145-7769-JGKB,0
6492-3887-DWYT,1
9057-0347-YALS,1
3386-7169-FKGD,0
2292-2814-NKJM,0
7767-1930-KSPA,0
8500-2316-PGOE,1
4232-8831-TABY,0
5617-8827-MJDO,0
3791-4952-PCJL,0
9984-4589-FNMM,0
4827-0168-OZXP,0
1207-4672-VJOS,1
4442-3575-BQLV,1
7262-1467-UZBF,0
5352-0638-IGDP,1
4512-0890-UHUJ,0
8986-8240-NTEA,0
3127-6366-MQGT,1
2732-5341-EBNT,0
1568-5488-RCXN,0
3019-8856-QXJX,1
5122-1121-CJBW,1
0880-7415-JLFG,1
8101-9700-JLME,1
3767-2827-FJWV,1
7470-0929-PMLS,0
0541-6425-CZSB,0
5342-1174-UAUX,1
8072-7461-VPNR,1
7015-9153-BAEI,1
3575-3313-DLHK,0
7352-1391-WRIR,0
1586-9945-JOAY,0
0719-0721-PHHS,1
0907-4653-DCNA,0
9209-6320-BCFG,1
5134-4163-DITJ,0
4188-9985-HYJR,0
3937-2849-UFTF,1
2183-3116-BDDJ,0
8813-9442-MRSZ,1
9059-3370-OBYL,0
1562-6994-QFTL,1
0764-5448-UVFH,1
4176-2251-SPGF,0
8424-8806-OODM,0
0450-9288-PGVW,0
3389-3971-HODT,1
6101-7307-ZIFA,1
9738-1430-WPZL,1
5522-3948-EGZW,0
2190-4683-FGZL,0
8957-2245-ITRX,1
3828-3452-TLVP,0
9181-8349-XJVR,1
7010-0407-VDKC,1
0564-2105-YAYQ,0
0636-8895-TBKY,1
6247-1395-WBEM,0
3619-9370-SFPM,0
5550-1843-IWPD,0
0969-4113-JVXN,1
6003-8713-GWFO,0
8032-5830-MGRA,0
1990-7937-TMSN,0
6120-5471-GNIC,1
3360-8145-BUOR,0
3400-2237-GOSC,1
2586-4588-PWYE,1
3071-6821-HIMM,1
1466-6517-QSNA,1
4508-5866-PHVI,1
9225-7476-EAPG,1
2409-7574-AHAQ,0
9893-1511-PSTZ,0
5051-9304-PBEU,1
0296-8141-ISDT,0
3743-1624-PEYS,1
2282-7217-UKNF,0
8057-9930-BKTK,0
6386-6142-PMGK,0
7392-6561-XMBT,1
0685-7897-VFMU,0
6330-8313-ZSCM,0
7138-8511-MNIM,0
6192-0630-BYWQ,0
0255-3232-FSKN,0
0313-0464-TOVS,1
0121-0306-SPAR,0
3089-3535-VGVS,0
2731-3620-LYNC,0
4142-0614-ZUES,1
6896-3077-VWVL,1
1972-2068-HHID,1
4039-4142-CJBS,1
3002-1689-ZASA,1
3041-0667-JTOE,1
1736-0920-QCQL,1
4813-9572-TLFE,1
1252-5727-MCCL,1
3522-8732-UBUK,0
0801-0317-EEAI,0
7605-4559-ORFH,1
4573-2412-SCQG,1
0028-9696-XJCH,1
0578-8568-BMTE,0
5678-9050-FGWH,1
8141-0969-QHPM,0
7993-1571-FIVK,0
3142-1389-DLSX,0
7605-9421-DKKM,0
8455-1649-ICWK,0
9497-6685-UBQL,1
3487-3244-CCWI,1
8331-2552-ZZFS,1
7084-7923-NUMJ,0
2037-8457-CGEA,1
7420-5835-KPYT,0
9617-7303-SXFX,0
0806-8250-HEDS,1
8306-3840-GAVR,1
2718-2058-OZIZ,0
4725-3208-STWH,0
4574-0791-QPWH,1
9117-2910-WMIP,0
0901-2939-PCZX,1
1367-1564-QFRG,0
9865-6270-KOJA,0
0241-4493-ZWDJ,1
5117-9458-SPZZ,0
8332-8353-GHQR,0
3403-3209-IZJY,0
2824-1747-CGWT,0
0271-8122-UVQP,0
9585-3774-HVHI,0
0261-7569-FZQU,0
1213-4480-TFDU,1
4940-5874-DQWB,0
8192-2009-PCCZ,1
9898-8771-MHCW,0
3826-7040-JQBF,0
2640-2616-XEGS,1
0561-2888-MJTD,1
6267-8438-JBSJ,1
1777-2300-VNGC,0
3031-3755-HWQU,0
7120-7846-RWNJ,0
3644-0037-IHUX,1
4032-7478-ZBFM,0
9883-9733-RCFS,1
5788-6652-FLRF,1
9486-5934-PMBT,0
6880-9642-HXBB,0
7034-9415-EWJJ,1
0075-8675-VPDR,1
2469-4821-HWQJ,1
4673-5777-IOKH,0
3664-6515-KAZL,1
2089-7427-PECB,0
3432-3933-NOQQ,0
9518-7621-TDIM,0
5664-6167-TTHD,1
6313-7431-ZPVQ,1
2844-4663-EAQG,1
8878-8913-MRBC,0
9561-7447-QUFI,0
3506-1421-WJVQ,1
3194-9857-TVAM,1
3127-3136-YAEO,1
1815-5192-ZSKA,1
2819-0589-EKMF,1
9271-4964-HEFQ,0
7359-7206-RIRV,0
3389-2514-SQFZ,1
8707-9098-CXEF,1
4680-4128-ILVF,0
6782-1490-MTGV,0
1221-2736-SBWB,1
3422-4104-TYSF,0
8820-6255-VKYE,0
7066-8235-NPPK,1
2631-4365-BAND,0
5537-0549-ZBYE,1
9350-8747-SOON,0
4393-7546-QLPE,0
0557-6523-JJIE,1
0963-3827-ATHU,1
8845-6211-QFWP,0
2547-7828-EPUK,0
6649-1417-SISL,0
1678-3774-SSOY,1
1672-0673-PIFE,1
9817-5294-QZVO,1
3588-5434-HEXS,1
6721-0066-ZBLH,0
3324-9975-UEIX,0
5108-7066-SKLN,0
5504-1885-OOHW,1
6948-7122-JMTB,0
9841-9007-YLDY,0
3017-9307-ZIRM,1
9785-9776-OYML,0
5365-4378-SXXZ,0
2573-2945-DQDI,1
0913-1042-CAPT,0
5852-8516-BMIL,0
6855-7825-WEGL,1
4371-6093-YQWU,0
5515-9710-YQOQ,1
0874-5094-LCSL,0
0467-3320-RZCK,0
5048-7397-TCWS,1
8918-5906-SYZM,0
6947-8553-WTAG,1
1824-0105-HNFZ,0
3554-2878-CILD,1
3739-1161-MRIQ,1
6642-3397-EXMW,1
0819-0183-HYJL,1
9581-2516-WIBR,1
9652-2549-EZIR,0
2333-6989-TTLR,1
8554-1264-AWMC,0
2199-3338-RKAR,1
1667-8064-TCRS,1
9696-0248-FCUP,0
2483-8415-TFEJ,1
8526-9792-FKDF,0
8125-7421-KRSP,0
9394-4110-DVXH,1
9509-0890-LYGS,0
5953-7773-RILW,0
6968-9281-JDXN,0
9538-0168-EVFV,0
3535-5736-JCYH,0
1671-3885-YLRH,1
7302-3440-OAPR,1
7923-4568-POHN,1
1092-1242-UVEM,1
4312-9003-WATG,1
9482-4760-XQLL,1
6563-2295-SUAL,1
0555-6672-OENC,1
0919-2034-VUGV,1
3556-9255-EMSL,1
8768-7744-OTHI,1
0363-5783-XEHZ,0
7549-8493-EBRM,0
8309-4615-FGCQ,0
0457-8748-UZQB,0
0427-3955-PNKD,0
4520-2254-HMGS,1
2657-0873-LXMK,1
4638-5326-OPBY,1
9470-2347-SWEA,0
2302-7123-ESBV,1
9565-7142-FYMS,1
6495-8643-NROZ,0
6976-9399-XHFL,1
8461-9986-LTFU,0
1484-9314-OZKE,1
2255-1518-SBTB,1
6391-8807-MVMW,0
0429-4839-PQLA,1
0250-4102-HCRQ,0
3754-4183-SZKW,0
6602-4031-ZSLL,1
3593-8535-LZQQ,1
4080-2995-XSZI,1
8923-9107-DNCO,0
2995-2642-RKAB,1
5680-7151-JWBP,1
4298-1592-UDPL,0
7335-6816-BCQJ,1
2610-1156-CAIA,0
0626-0245-MODC,0
0626-0245-MODC,1
3925-2101-QPVV,1
7607-6434-OIGR,0
1224-5449-LZNY,0
8922-7996-FXAO,0
2171-9226-RWUF,0
1485-7986-KIYE,1
6393-1350-IVMP,1
0681-5478-DQYK,1
8140-8055-JSIY,1
9508-9648-KREP,1
7787-6897-XWWZ,0
3630-6860-OQMJ,0
0626-2961-LUNF,0
3489-8434-QTPB,0
3409-0196-HREE,0
6229-4472-FOQO,0
9757-4661-CDHO,0
5833-3035-STUT,0
2793-9622-QQEB,0
2174-5812-IWBK,0
7268-8583-CHDB,0
5689-0521-ZSXV,1
4500-8155-SEUJ,1
2123-5681-FACB,1
7400-6620-FIJE,0
7910-8333-HHWO,0
0759-0438-UVFY,0
8616-7049-ISPE,0
3433-1805-IYVC,1
4662-2851-TTHZ,1
9527-6577-JBKR,1
8128-3854-UFJN,1
9605-5449-ANFR,1
4562-7034-DCKF,1
0191-9426-WLGW,0
5984-1122-RSXA,1
5073-4576-BFXV,0
4216-9333-UZPF,1
6028-1490-ZYOH,0
6227-3058-NAXX,0
7754-1660-OSZU,1
0907-4869-MCTY,0
2600-3243-MQQM,0
5977-1509-YYZM,0
2331-6987-WMYU,1
5744-8777-JWHP,0
0276-8945-PXEC,1
4495-4856-DSQY,0
0512-6686-AMTZ,0
6522-6529-IZMD,1
5656-1174-ROHJ,1
0591-7481-UINF,0
4348-9814-YJJS,1
3187-3182-AZWA,1
0544-9870-JMEY,1
9392-9379-AVXD,0
5475-3697-TBVR,0
9093-4618-WWSH,0
5052-3547-MYWF,0
8015-2639-IGHW,0
7308-3973-TFSM,0
7336-3033-VVQF,0
9641-4734-IPKS,1
0043-7616-CLSL,0
3766-9916-WPMV,0
6435-2374-BCDG,0
1234-2423-ZUAI,0
